"Sentence"	"Author"
"In Colonel Brandon alone, of all her new acquaintance, did Elinor find a person who could in any degree claim the respect of abilities, excite the interest of friendship, or give pleasure as a companion."	"austen"
"If she had only made me a formal courtesy, for instance, without saying a word, and never after had took any notice of me, and never looked at me in a pleasant wayyou know what I meanif I had been treated in that forbidding sort of way, I should have gave it all up in despair."	"austen"
"Edward is only to hold the living till the person to whom the Colonel has really sold the presentation, is old enough to take it.Aye, aye, that is the fact, depend upon it."	"austen"
"and by the means of this continual though gentle vent, was able not only to see the Miss Dashwoods from the first without the smallest emotion, but very soon to see them without recollecting a word of the matter; and having thus supported the dignity of her own sex, and spoken her decided censure of what was wrong in the other, she thought herself at liberty to attend to the interest of her own assemblies, and therefore determined (though rather against the opinion of Sir John) that as Mrs. Willoughby would at once be a woman of elegance and fortune, to leave her card with her as soon as she married."	"austen"
"My objectmy wishmy sole wish in desiring itI hope, I believe it isis to be a means of giving comfort;no, I must not say comfortnot present comfortbut conviction, lasting conviction to your sister's mind."	"austen"
"The arrival of a new family in the country was always a matter of joy to him, and in every point of view he was charmed with the inhabitants he had now procured for his cottage at Barton."	"austen"
"Marianne was in every respect materially better, and he declared her entirely out of danger."	"austen"
"In the present case it took up ten minutes to determine whether the boy were most like his father or mother, and in what particular he resembled either, for of course every body differed, and every body was astonished at the opinion of the others."	"austen"
"Sir John was ready to like anybody, and though Mr. Dashwood did not seem to know much about horses, he soon set him down as a very good-natured fellow: while Lady Middleton saw enough of fashion in his appearance to think his acquaintance worth having; and Mr. Dashwood went away delighted with both."	"austen"
"She thanked him for it with all her heart, spoke of Edward's principles and disposition with that praise which she knew them to deserve; and promised to undertake the commission with pleasure, if it were really his wish to put off so agreeable an office to another."	"austen"
"I am very sure myself, that had Willoughby turned out as really amiable, as he has proved himself the contrary, Marianne would yet never have been so happy with HIM, as she will be with Colonel Brandon."	"austen"
"I think, Elinor, she presently added, we must employ Edward to take care of us in our return to Barton."	"austen"
"I can safely say that he has never gave me one moment's alarm on that account from the first."	"austen"
"What had Edward felt on being within four miles from Barton, on seeing her mother's servant, on hearing Lucy's message!"	"austen"
"It gave to his intentions whatever of decision was wanting before; and he finally resolved, that it would be absolutely unnecessary, if not highly indecorous, to do more for the widow and children of his father, than such kind of neighbourly acts as his own wife pointed out."	"austen"
"Berkeley Street, January."	"austen"
"he replied, with an air of surprise."	"austen"
"And as it isonly half blood!But you have such a generous spirit!"	"austen"
"In books too, as well as in music, she courted the misery which a contrast between the past and present was certain of giving."	"austen"
"This, as every thing else would have been, was too much for Marianne, who could only exclaim, in the anguish of her heart, Oh!"	"austen"
"I saw a vast deal more."	"austen"
